Sample	Bin	bin.quality.numeric	bin.quality.call	Completeness	Contamination	Strain.heterogeneity	lca_species	lca_level	lca_fraction	best_species	best_level	best_fraction	N50	Size.Mb	Coverage	# contigs (>= 0 bp)	Largest contig	Genes	tRNA	rna.16S	rna.23S	rna.5S	low.quality	med.quality	high.quality.nayfach	high.quality.bowers	# contigs (>= 10000 bp)	# contigs (>= 50000 bp)	# contigs (>= 100000 bp)	# contigs (>= 250000 bp)	# contigs (>= 500000 bp)	# contigs (>= 1000000 bp)	# contigs (>= 2000000 bp)	# contigs (>= 3000000 bp)	Total length (>= 0 bp)	Total length (>= 10000 bp)	Total length (>= 50000 bp)	Total length (>= 100000 bp)	Total length (>= 250000 bp)	Total length (>= 500000 bp)	Total length (>= 1000000 bp)	Total length (>= 2000000 bp)	Total length (>= 3000000 bp)	# contigs	Total length	N75	L50	L75	# N's per 100 kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.
D09-NF-R1	105	66.17	2) medium quality	86.97	4.16	59.09	Streptococcus salivarius	species	0.802	Streptococcus salivarius 57.I	strain	0.407	49983	2.05	0.69	105	143922	2240	70	6	6	6	TRUE	TRUE	FALSE	FALSE	43	12	1	0	0	0	0	0	2048911	1774012	984928	143922	0	0	0	0	0	105	2048911	19994	13	28	0	o__Lactobacillales (UID544)	293	475	267	49	404	22	0	0	0
D09-NF-R1	106	72.82	2) medium quality	76.17	0.67	0	Firmicutes bacterium CAG:83	species	0.983	Firmicutes bacterium CAG:83	species	0.983	78221	1.67	1.84	69	138002	1543	25	0	0	0	TRUE	TRUE	FALSE	FALSE	23	14	3	0	0	0	0	0	1673439	1494513	1183251	351974	0	0	0	0	0	69	1673439	45456	9	16	0	o__Clostridiales (UID1212)	172	263	149	51	211	1	0	0	0
D09-NF-R1	108	-132.14	0) really bad	90.46	44.52	75.96	Coprococcus catus	species	0.995	Coprococcus catus	species	0.995	41970	3.75	1.93	151	212954	3829	79	7	7	2	FALSE	FALSE	FALSE	FALSE	98	17	4	0	0	0	0	0	3753453	3480769	1414676	570838	0	0	0	0	0	151	3753453	24010	28	58	0	o__Clostridiales (UID1212)	172	263	149	24	142	95	1	1	0
D09-NF-R1	116	98.68	4) high quality Bowers	99.53	0.17	0	Mitsuokella	genus	0.819	Mitsuokella sp. UBA4253	species	0.656	235332	2.44	6.22	17	1026003	2221	68	7	7	7	TRUE	TRUE	TRUE	TRUE	13	10	7	1	1	1	0	0	2443943	2431464	2381992	2159862	1026003	1026003	1026003	0	0	17	2443943	191994	2	5	0	f__Veillonellaceae (UID1032)	33	423	214	6	415	2	0	0	0
D09-NF-R1	16	76.85	2) medium quality	79.55	0.54	100	Butyricimonas paravirosa	species	0.713	Butyricimonas paravirosa	species	0.713	41986	3.84	0.93	193	167956	3830	48	3	3	4	TRUE	TRUE	FALSE	FALSE	89	18	3	0	0	0	0	0	3843831	3384378	1342038	375833	0	0	0	0	0	193	3843831	21991	31	61	0	k__Bacteria (UID2569)	434	278	186	53	223	2	0	0	0
D09-NF-R1	2_sub	94.55	3) high quality Nayfach	97.95	0.68	100	Ruminococcus	genus	0.78	Ruminococcus sp. AF18-29	species	0.595	1842057	3.1	1.78	21	1842057	2982	59	4	4	4	TRUE	TRUE	FALSE	TRUE	17	7	5	2	1	1	0	0	3095866	3075224	2870263	2693280	2289597	1842057	1842057	0	0	21	3095866	151998	1	3	0	o__Clostridiales (UID1212)	172	260	146	4	255	1	0	0	0
D09-NF-R1	23	86.59	2) medium quality	89.09	0.5	33.33	Phascolarctobacterium	genus	0.945	Phascolarctobacterium faecium DSM 14760	strain	0.655	79987	2.22	0.67	73	167990	2119	48	4	4	5	TRUE	TRUE	FALSE	FALSE	41	15	5	0	0	0	0	0	2219548	2106367	1409650	616139	0	0	0	0	0	73	2219548	39988	11	21	0	o__Selenomonadales (UID1024)	64	334	167	50	281	3	0	0	0
D09-NF-R1	24_sub	-7.45	0) really bad	76.2	16.73	87.5	Collinsella aerofaciens	species	0.769	Collinsella aerofaciens	species	0.769	95014	2.86	2.04	66	232904	2556	76	2	2	2	FALSE	FALSE	FALSE	FALSE	39	21	8	0	0	0	0	0	2863070	2716660	2241697	1217419	0	0	0	0	0	66	2863070	57638	11	20	0	p__Actinobacteria (UID2112)	31	211	124	42	146	20	2	1	0
D09-NF-R1	28	97.35	4) high quality Bowers	99.25	0.38	0	Phocaeicola vulgatus	species	0.757	Phocaeicola vulgatus CL09T03C04	strain	0.526	2755072	5.24	9.11	9	2755072	4208	81	7	7	7	TRUE	TRUE	TRUE	TRUE	7	6	5	4	3	2	1	0	5242327	5233747	5212964	5117138	4872277	4536432	3870908	2755072	0	9	5242327	665524	1	3	0	o__Bacteroidales (UID2654)	163	486	266	2	483	1	0	0	0
D09-NF-R1	30	85.07	2) medium quality	86.07	0.2	0	Bacteria	superkingdom	0.693	Eggerthella sp. CAG:368	species	0.361	64003	1.88	0.4	71	165988	1609	45	2	2	2	TRUE	TRUE	FALSE	FALSE	35	10	6	0	0	0	0	0	1884190	1745066	1088983	827697	0	0	0	0	0	71	1884190	30000	8	19	0	p__Actinobacteria (UID2112)	31	211	124	24	185	2	0	0	0
D09-NF-R1	36	67.7	2) medium quality	95.9	5.64	0	Bacteroides mediterraneensis	species	0.999	Bacteroides mediterraneensis	species	0.999	3394176	4.3	12.05	3	3394176	3563	96	6	7	6	TRUE	TRUE	FALSE	FALSE	2	2	2	2	2	1	1	1	4298115	4294219	4294219	4294219	4294219	4294219	3394176	3394176	3394176	3	4298115	3394176	1	1	0	o__Bacteroidales (UID2657)	160	491	268	15	450	26	0	0	0
D09-NF-R1	37	70.08	2) medium quality	77.93	1.57	33.33	Oscillibacter sp.	species	0.867	Oscillibacter sp.	species	0.867	55598	1.87	2.43	60	172129	1822	37	2	2	2	TRUE	TRUE	FALSE	FALSE	43	14	3	0	0	0	0	0	1874154	1798625	1124722	418033	0	0	0	0	0	60	1874154	28170	11	22	0	o__Clostridiales (UID1212)	172	263	149	47	213	3	0	0	0
D09-NF-R1	38	99.62	3) high quality Nayfach	99.62	0	0	Bacteroidaceae	family	0.825	Bacteroides sp. CAG:20	species	0.627	643731	3.32	2.11	11	817991	2681	63	5	5	5	TRUE	TRUE	FALSE	TRUE	9	9	6	5	4	0	0	0	3322244	3314919	3314919	3084918	2941845	2681848	0	0	0	11	3322244	562139	3	4	0	o__Bacteroidales (UID2617)	213	406	265	1	405	0	0	0	0
D09-NF-R1	47_sub	80.87	2) medium quality	80.87	0	0	Eubacterium sp. CAG:251	species	1	Eubacterium sp. CAG:251	species	1	1546046	1.55	3.5	1	1546046	1460	0	1	1	1	TRUE	TRUE	FALSE	FALSE	1	1	1	1	1	1	0	0	1546046	1546046	1546046	1546046	1546046	1546046	1546046	0	0	1	1546046	1546046	1	1	0	o__Clostridiales (UID1212)	172	263	149	38	225	0	0	0	0
D09-NF-R1	49	-26.72	0) really bad	56.33	16.61	2.33	Eubacteriales	order	0.663	Clostridium sp. AF29-8BH	species	0.21	119804	2.52	2.51	86	329827	2614	65	4	4	3	FALSE	FALSE	FALSE	FALSE	45	8	6	3	0	0	0	0	2522317	2348177	1507018	1358182	860436	0	0	0	0	86	2522317	28001	6	18	0	o__Clostridiales (UID1226)	155	278	158	119	130	22	7	0	0
D09-NF-R1	50	75.2	2) medium quality	87.7	2.5	0	Bilophila wadsworthia	species	0.951	Bilophila wadsworthia 3_1_6	strain	0.545	39985	3.45	0.68	173	177984	3301	47	2	2	2	TRUE	TRUE	FALSE	FALSE	89	15	3	0	0	0	0	0	3454242	3126001	1139923	412349	0	0	0	0	0	173	3454242	23715	29	57	0	c__Deltaproteobacteria (UID3218)	61	284	169	36	242	6	0	0	0
D09-NF-R1	57	92.62	3) high quality Nayfach	93.27	0.13	0	Parabacteroides distasonis ATCC 8503	strain	0.781	Parabacteroides distasonis ATCC 8503	strain	0.781	1396682	4.89	2.8	7	1875527	4107	76	6	6	6	TRUE	TRUE	FALSE	TRUE	7	7	6	4	4	2	0	0	4891024	4891024	4891024	4808552	4463595	4463595	3272209	0	0	7	4891024	646018	2	3	0	o__Bacteroidales (UID2621)	198	427	260	25	401	1	0	0	0
D09-NF-R1	66	55.2	2) medium quality	55.8	0.12	0	Eggerthellales bacterium	species	0.989	Eggerthellales bacterium	species	0.619	39979	1.17	0.27	65	93881	1211	33	0	1	1	TRUE	TRUE	FALSE	FALSE	26	3	0	0	0	0	0	0	1167961	1019902	235838	0	0	0	0	0	0	65	1167961	31539	11	19	0	p__Actinobacteria (UID2112)	31	211	124	80	130	1	0	0	0
D09-NF-R1	68	81.88	2) medium quality	85.23	0.67	0	Eubacterium sp. CAG:38	species	0.976	Eubacterium sp. CAG:38	species	0.976	519733	2.61	5.48	12	956314	2398	46	5	5	1	TRUE	TRUE	FALSE	FALSE	9	7	7	4	2	0	0	0	2614895	2606892	2544404	2544404	2165901	1476047	0	0	0	12	2614895	278455	2	4	0	o__Clostridiales (UID1212)	172	263	149	31	231	1	0	0	0
D09-NF-R1	82	100	3) high quality Nayfach	100	0	0	Sutterella wadsworthensis HGA0223	strain	1	Sutterella wadsworthensis HGA0223	strain	1	2883581	2.88	6.31	1	2883581	2335	0	6	6	6	TRUE	TRUE	TRUE	FALSE	1	1	1	1	1	1	1	0	2883581	2883581	2883581	2883581	2883581	2883581	2883581	2883581	0	1	2883581	2883581	1	1	0	p__Proteobacteria (UID3887)	1487	256	161	0	256	0	0	0	0
D09-NF-R1	84	94.59	4) high quality Bowers	97.39	0.56	50	Bacteroidaceae bacterium	species	0.998	Bacteroidaceae bacterium	species	0.998	3982356	3.99	12.75	3	3982356	3132	82	7	7	7	TRUE	TRUE	TRUE	TRUE	1	1	1	1	1	1	1	1	3990651	3982356	3982356	3982356	3982356	3982356	3982356	3982356	3982356	3	3990651	3982356	1	1	0	o__Bacteroidales (UID2657)	160	491	268	9	480	2	0	0	0
D09-NF-R1	85	95.43	4) high quality Bowers	98.33	0.58	75	Bacteroides	genus	0.984	Bacteroides sp. AF34-31BH	species	0.597	1399770	4.79	10.06	6	2274022	4000	67	4	4	4	TRUE	TRUE	TRUE	TRUE	6	5	4	4	3	2	1	0	4794869	4794869	4782702	4718702	4718702	4260089	3673792	2274022	0	6	4794869	1399770	2	2	0	o__Bacteroidales (UID2657)	160	492	269	6	482	4	0	0	0
