Sample	Bin	bin.quality.numeric	bin.quality.call	Completeness	Contamination	Strain.heterogeneity	lca_species	lca_level	lca_fraction	best_species	best_level	best_fraction	N50	Size.Mb	Coverage	# contigs (>= 0 bp)	Largest contig	Genes	tRNA	rna.16S	rna.23S	rna.5S	low.quality	med.quality	high.quality.nayfach	high.quality.bowers	# contigs (>= 10000 bp)	# contigs (>= 50000 bp)	# contigs (>= 100000 bp)	# contigs (>= 250000 bp)	# contigs (>= 500000 bp)	# contigs (>= 1000000 bp)	# contigs (>= 2000000 bp)	# contigs (>= 3000000 bp)	Total length (>= 0 bp)	Total length (>= 10000 bp)	Total length (>= 50000 bp)	Total length (>= 100000 bp)	Total length (>= 250000 bp)	Total length (>= 500000 bp)	Total length (>= 1000000 bp)	Total length (>= 2000000 bp)	Total length (>= 3000000 bp)	# contigs	Total length	N75	L50	L75	# N's per 100 kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.
D05-NF-R1	11	94.56	3) high quality Nayfach	97.96	0.68	0	Akkermansia muciniphila	species	1	Akkermansia muciniphila	species	1	1950176	2.78	0.8	4	1950176	2324	53	3	3	3	TRUE	TRUE	FALSE	TRUE	4	4	3	3	1	1	0	0	2782831	2782831	2782831	2698811	2698811	1950176	1950176	0	0	4	2782831	448630	1	2	0	k__Bacteria (UID2982)	88	229	147	3	225	1	0	0	0
D05-NF-R1	14	54.03	2) medium quality	54.03	0	0	Firmicutes bacterium CAG:83	species	0.997	Firmicutes bacterium CAG:83	species	0.997	465845	1.63	2.66	5	795700	1475	44	2	2	2	TRUE	TRUE	FALSE	FALSE	3	3	3	3	1	0	0	0	1631960	1627200	1627200	1627200	1627200	795700	0	0	0	5	1631960	465845	2	2	0	o__Clostridiales (UID1212)	172	263	149	102	161	0	0	0	0
D05-NF-R1	23	98.66	3) high quality Nayfach	98.66	0	0	Lachnoclostridium sp. UBA5890	species	0.992	Lachnoclostridium sp. UBA5890	species	0.992	860690	3.34	1.73	10	1482690	2992	45	3	3	3	TRUE	TRUE	FALSE	TRUE	4	4	4	4	3	1	0	0	3342767	3316396	3316396	3316396	3316396	2968383	1482690	0	0	10	3342767	625003	2	3	0	o__Clostridiales (UID1212)	172	263	149	3	260	0	0	0	0
D05-NF-R1	3	80.08	2) medium quality	86.78	1.34	0	uncultured Clostridium sp.	species	0.798	uncultured Clostridium sp.	species	0.798	75932	2.35	0.43	78	164351	2241	48	3	3	3	TRUE	TRUE	FALSE	FALSE	44	15	6	0	0	0	0	0	2348317	2223727	1499152	817916	0	0	0	0	0	78	2348317	35993	10	22	0	o__Clostridiales (UID1212)	172	263	149	34	227	2	0	0	0
D05-NF-R1	30	39.27	1) low quality	45.97	1.34	100	Butyricicoccus	genus	0.741	Butyricicoccus sp. K4410.MGS-46	species	0.213	85952	1.71	1.49	52	195913	1712	39	2	2	2	TRUE	FALSE	FALSE	FALSE	28	10	5	0	0	0	0	0	1707831	1634660	1088407	730844	0	0	0	0	0	52	1707831	42265	7	15	0	o__Clostridiales (UID1212)	172	263	149	118	141	4	0	0	0
D05-NF-R1	33	38.78	2) medium quality	79.93	8.23	100	Faecalibacterium prausnitzii L2-6	strain	0.993	Faecalibacterium prausnitzii L2-6	strain	0.993	97023	2.29	10	43	353534	2220	56	4	4	4	TRUE	TRUE	FALSE	FALSE	27	17	6	1	0	0	0	0	2289296	2213734	1903479	1059178	353534	0	0	0	0	43	2289296	66324	7	14	0	o__Clostridiales (UID1212)	172	261	147	46	199	15	1	0	0
D05-NF-R1	35	77.51	2) medium quality	77.51	0	0	Desulfovibrio piger	species	0.98	Desulfovibrio piger	species	0.98	61260	2.1	0.4	78	238004	1831	44	0	0	1	TRUE	TRUE	FALSE	FALSE	44	12	2	0	0	0	0	0	2098868	1970114	1163289	418979	0	0	0	0	0	78	2098868	29970	10	23	0	c__Deltaproteobacteria (UID3218)	61	284	169	60	224	0	0	0	0
D05-NF-R1	39	80.37	3) high quality Nayfach	93.42	2.61	27.27	Roseburia hominis	species	0.919	Roseburia hominis	species	0.919	1833948	3.27	6.41	8	1833948	3176	52	4	4	0	TRUE	TRUE	TRUE	FALSE	6	3	3	2	2	2	0	0	3267031	3263621	3189185	3189185	3001672	3001672	3001672	0	0	8	3267031	1167724	1	2	0	f__Lachnospiraceae (UID1286)	57	420	207	20	389	11	0	0	0
D05-NF-R1	42_sub	-50.01	0) really bad	80.49	26.1	24.59	Streptococcus	genus	0.689	Streptococcus salivarius JIM8777	strain	0.252	43785	2.24	0.46	101	176570	2548	43	2	2	2	FALSE	FALSE	FALSE	FALSE	58	10	3	0	0	0	0	0	2236259	2051713	884030	438470	0	0	0	0	0	101	2236259	21556	16	33	0	g__Streptococcus (UID684)	26	668	229	113	380	171	4	0	0
D05-NF-R1	51	81.22	2) medium quality	87.92	1.34	0	Clostridium	genus	0.679	Clostridium sp. CAG:169	species	0.592	68000	2.49	1.03	71	199970	2440	55	3	4	5	TRUE	TRUE	FALSE	FALSE	42	22	4	0	0	0	0	0	2485717	2374498	1891464	620644	0	0	0	0	0	71	2485717	52477	12	22	0	o__Clostridiales (UID1212)	172	263	149	34	227	2	0	0	0
D05-NF-R1	52	94.95	3) high quality Nayfach	98.1	0.63	0	Dialister invisus CAG:218	species	0.99	Dialister invisus CAG:218	species	0.99	1312552	1.9	2.98	5	1312552	1813	53	4	4	4	TRUE	TRUE	FALSE	TRUE	4	2	2	2	2	1	0	0	1900032	1897783	1867568	1867568	1867568	1867568	1312552	0	0	5	1900032	555016	1	2	0	p__Firmicutes (UID1022)	100	295	158	3	291	1	0	0	0
D05-NF-R1	54_sub	61.67	2) medium quality	89.22	5.51	67.57	Bacteroides	genus	0.849	Bacteroides uniformis CL03T12C37	strain	0.637	905337	4.28	8.03	11	1624055	3485	59	4	4	4	TRUE	TRUE	FALSE	FALSE	7	6	6	5	3	1	0	0	4275485	4257901	4212584	4212584	4074429	3217935	1624055	0	0	11	4275485	688543	2	3	0	o__Bacteroidales (UID2657)	160	492	269	38	419	34	1	0	0
D05-NF-R1	55	97.98	3) high quality Nayfach	97.98	0	0	Eubacteriales	order	0.752	Oscillospiraceae bacterium	species	0.517	302015	2.09	0.77	23	411893	2092	47	2	2	2	TRUE	TRUE	FALSE	TRUE	17	12	7	3	0	0	0	0	2088004	2067816	1957801	1628832	1121281	0	0	0	0	23	2088004	101590	3	7	0	c__Clostridia (UID1118)	387	223	124	8	215	0	0	0	0
D05-NF-R1	58	36.53	0) really bad	88.28	10.35	5.26	Clostridiales bacterium	species	0.75	Clostridiales bacterium	species	0.75	55997	3.58	0.83	117	209939	3262	46	1	3	4	FALSE	FALSE	FALSE	FALSE	82	23	5	0	0	0	0	0	3576832	3411225	1965114	741059	0	0	0	0	0	117	3576832	31170	20	42	0	c__Clostridia (UID1118)	387	223	124	20	184	19	0	0	0
