Sample	Bin	bin.quality.numeric	bin.quality.call	Completeness	Contamination	Strain.heterogeneity	lca_species	lca_level	lca_fraction	best_species	best_level	best_fraction	N50	Size.Mb	Coverage	# contigs (>= 0 bp)	Largest contig	Genes	tRNA	rna.16S	rna.23S	rna.5S	low.quality	med.quality	high.quality.nayfach	high.quality.bowers	# contigs (>= 10000 bp)	# contigs (>= 50000 bp)	# contigs (>= 100000 bp)	# contigs (>= 250000 bp)	# contigs (>= 500000 bp)	# contigs (>= 1000000 bp)	# contigs (>= 2000000 bp)	# contigs (>= 3000000 bp)	Total length (>= 0 bp)	Total length (>= 10000 bp)	Total length (>= 50000 bp)	Total length (>= 100000 bp)	Total length (>= 250000 bp)	Total length (>= 500000 bp)	Total length (>= 1000000 bp)	Total length (>= 2000000 bp)	Total length (>= 3000000 bp)	# contigs	Total length	N75	L50	L75	# N's per 100 kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.
D04-NF-R1	0	65.52	2) medium quality	92.02	5.3	0	Romboutsia timonensis	species	0.934	Romboutsia timonensis	species	0.934	91418	2.88	0.24	58	356025	2775	129	16	16	15	TRUE	TRUE	FALSE	FALSE	40	21	7	1	0	0	0	0	2882570	2780817	2254675	1221334	356025	0	0	0	0	58	2882570	53506	10	20	0	o__Clostridiales (UID1120)	304	249	142	15	213	21	0	0	0
D04-NF-R1	1	24.83	2) medium quality	60.28	7.09	0	Bacteria	superkingdom	0.69	Desulfovibrio piger	species	0.312	35724	2.05	0.35	105	82000	2271	40	3	4	3	TRUE	TRUE	FALSE	FALSE	64	4	0	0	0	0	0	0	2049602	1906533	268028	0	0	0	0	0	0	105	2049602	20003	23	41	0	o__Clostridiales (UID1212)	172	263	149	101	144	17	1	0	0
D04-NF-R1	106_sub	12.37	1) low quality	24.12	2.35	16.67	Eubacteriales	order	0.664	Oscillibacter sp.	species	0.163	26377	8.19	1.25	512	196642	9461	109	2	2	3	TRUE	FALSE	FALSE	FALSE	261	24	4	0	0	0	0	0	8188547	6915245	1908713	535735	0	0	0	0	0	512	8188547	13914	86	196	0	o__Clostridiales (UID1212)	172	263	149	179	78	6	0	0	0
D04-NF-R1	107_sub	-97.33	0) really bad	97.32	38.93	95.35	Eubacteriales	order	0.966	Lachnospira eligens	species	0.521	82251	4.17	1.67	82	393971	3950	46	1	0	0	FALSE	FALSE	FALSE	FALSE	66	27	10	2	0	0	0	0	4169803	4081487	2982785	1771701	653456	0	0	0	0	82	4169803	48086	14	30	0	o__Clostridiales (UID1212)	172	263	149	5	180	74	4	0	0
D04-NF-R1	108_sub	-16.01	0) really bad	91.39	21.48	18.52	Eubacterium ventriosum	species	0.729	Eubacterium ventriosum	species	0.729	49890	3.11	0.4	123	317425	3053	74	4	4	0	FALSE	FALSE	FALSE	FALSE	66	14	4	1	0	0	0	0	3110634	2882753	1434825	717143	317425	0	0	0	0	123	3110634	27971	17	38	0	o__Clostridiales (UID1212)	172	263	149	20	194	48	0	1	0
D04-NF-R1	109	33.35	1) low quality	35.05	0.34	100	Eubacteriales	order	0.709	uncultured Ruminococcus sp.	species	0.259	27987	1.14	0.3	81	61873	1474	20	3	2	0	TRUE	FALSE	FALSE	FALSE	37	2	0	0	0	0	0	0	1144439	980263	118944	0	0	0	0	0	0	81	1144439	15812	15	28	0	o__Clostridiales (UID1212)	172	263	149	154	107	2	0	0	0
D04-NF-R1	113	89.69	3) high quality Nayfach	95.29	1.12	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.973	Unclassified	Unclassified	0.973	1856499	2.81	1.45	5	1856499	2738	60	5	5	1	TRUE	TRUE	FALSE	TRUE	4	4	3	3	1	1	0	0	2813341	2811761	2811761	2736065	2736065	1856499	1856499	0	0	5	2813341	499505	1	2	0	f__Lachnospiraceae (UID1286)	57	420	207	16	399	5	0	0	0
D04-NF-R1	118	87.9	2) medium quality	89.6	0.34	0	Clostridiales bacterium UBA7739	species	0.955	Clostridiales bacterium UBA7739	species	0.955	125897	1.96	0.6	43	315318	1832	48	2	2	2	TRUE	TRUE	FALSE	FALSE	25	12	7	1	0	0	0	0	1963588	1887799	1596887	1231130	315318	0	0	0	0	43	1963588	65951	5	11	0	o__Clostridiales (UID1212)	172	263	149	20	242	1	0	0	0
D04-NF-R1	119	91.29	3) high quality Nayfach	97.99	1.34	50	Ruminococcus	genus	0.774	uncultured Ruminococcus sp.	species	0.347	311927	2.6	0.44	28	407987	2473	49	4	4	3	TRUE	TRUE	FALSE	TRUE	21	11	8	4	0	0	0	0	2603943	2567824	2279421	2046679	1400069	0	0	0	0	28	2603943	116002	4	8	0	o__Clostridiales (UID1212)	172	263	149	4	257	2	0	0	0
D04-NF-R1	120_sub	-5.54	1) low quality	43.51	9.81	90	Clostridium	genus	0.681	Clostridium sp. AM30-24	species	0.364	27978	1.92	0.37	104	99925	2048	43	1	1	1	TRUE	FALSE	FALSE	FALSE	64	6	0	0	0	0	0	0	1918764	1690462	409112	0	0	0	0	0	0	104	1918764	14633	21	45	0	o__Clostridiales (UID1226)	155	278	158	132	126	20	0	0	0
