/oak/stanford/scg/lab_asbhatt/dmaghini/projects/benchmarking/AssemblyMethods/05.kmer_comparison/sourmash/02_trim_kmers/Donor10_infinity_concat.fq.abundtrim,/oak/stanford/scg/lab_asbhatt/dmaghini/projects/benchmarking/AssemblyMethods/05.kmer_comparison/sourmash/02_trim_kmers/Donor10_nanopore_concat.fq.abundtrim,/oak/stanford/scg/lab_asbhatt/dmaghini/projects/benchmarking/AssemblyMethods/05.kmer_comparison/sourmash/02_trim_kmers/Donor1_infinity_concat.fq.abundtrim,/oak/stanford/scg/lab_asbhatt/dmaghini/projects/benchmarking/AssemblyMethods/05.kmer_comparison/sourmash/02_trim_kmers/Donor1_nanopore_concat.fq.abundtrim,/oak/stanford/scg/lab_asbhatt/dmaghini/projects/benchmarking/AssemblyMethods/05.kmer_comparison/sourmash/02_trim_kmers/Donor2_infinity_concat.fq.abundtrim,/oak/stanford/scg/lab_asbhatt/dmaghini/projects/benchmarking/AssemblyMethods/05.kmer_comparison/sourmash/02_trim_kmers/Donor2_nanopore_concat.fq.abundtrim,/oak/stanford/scg/lab_asbhatt/dmaghini/projects/benchmarking/AssemblyMethods/05.kmer_comparison/sourmash/02_trim_kmers/Donor3_infinity_concat.fq.abundtrim,/oak/stanford/scg/lab_asbhatt/dmaghini/projects/benchmarking/AssemblyMethods/05.kmer_comparison/sourmash/02_trim_kmers/Donor3_nanopore_concat.fq.abundtrim,/oak/stanford/scg/lab_asbhatt/dmaghini/projects/benchmarking/AssemblyMethods/05.kmer_comparison/sourmash/02_trim_kmers/Donor4_infinity_concat.fq.abundtrim,/oak/stanford/scg/lab_asbhatt/dmaghini/projects/benchmarking/AssemblyMethods/05.kmer_comparison/sourmash/02_trim_kmers/Donor4_nanopore_concat.fq.abundtrim,/oak/stanford/scg/lab_asbhatt/dmaghini/projects/benchmarking/AssemblyMethods/05.kmer_comparison/sourmash/02_trim_kmers/Donor5_infinity_concat.fq.abundtrim,/oak/stanford/scg/lab_asbhatt/dmaghini/projects/benchmarking/AssemblyMethods/05.kmer_comparison/sourmash/02_trim_kmers/Donor5_nanopore_concat.fq.abundtrim,/oak/stanford/scg/lab_asbhatt/dmaghini/projects/benchmarking/AssemblyMethods/05.kmer_comparison/sourmash/02_trim_kmers/Donor6_infinity_concat.fq.abundtrim,/oak/stanford/scg/lab_asbhatt/dmaghini/projects/benchmarking/AssemblyMethods/05.kmer_comparison/sourmash/02_trim_kmers/Donor6_nanopore_concat.fq.abundtrim,/oak/stanford/scg/lab_asbhatt/dmaghini/projects/benchmarking/AssemblyMethods/05.kmer_comparison/sourmash/02_trim_kmers/Donor7_infinity_concat.fq.abundtrim,/oak/stanford/scg/lab_asbhatt/dmaghini/projects/benchmarking/AssemblyMethods/05.kmer_comparison/sourmash/02_trim_kmers/Donor7_nanopore_concat.fq.abundtrim,/oak/stanford/scg/lab_asbhatt/dmaghini/projects/benchmarking/AssemblyMethods/05.kmer_comparison/sourmash/02_trim_kmers/Donor8_infinity_concat.fq.abundtrim,/oak/stanford/scg/lab_asbhatt/dmaghini/projects/benchmarking/AssemblyMethods/05.kmer_comparison/sourmash/02_trim_kmers/Donor8_nanopore_concat.fq.abundtrim,/oak/stanford/scg/lab_asbhatt/dmaghini/projects/benchmarking/AssemblyMethods/05.kmer_comparison/sourmash/02_trim_kmers/Donor9_infinity_concat.fq.abundtrim,/oak/stanford/scg/lab_asbhatt/dmaghini/projects/benchmarking/AssemblyMethods/05.kmer_comparison/sourmash/02_trim_kmers/Donor9_nanopore_concat.fq.abundtrim
1.0,0.16345427659344913,0.07730655194465438,0.04237157829557874,0.0927489728037566,0.043875130024193264,0.08161641936804964,0.04593270652505164,0.04906811524000646,0.02771087664180501,0.07969843392372249,0.03247826446965306,0.0706427050396851,0.031083347595413317,0.08550297257660101,0.0435546915393047,0.10734568331667557,0.044198593184456736,0.084523401367208,0.042967404290876574
0.16345427659344913,1.0,0.04977991688375546,0.03893988273548916,0.058069377859965195,0.0405389358300982,0.0571990826514977,0.04410070029252726,0.03808244091355639,0.029043919582303273,0.05449430415162918,0.03403650408357584,0.05224865366097222,0.03392423908248787,0.05859560770728728,0.044698321570336104,0.07144516900927982,0.042287553164908,0.05692217433282056,0.04156058545205129
0.07730655194465438,0.04977991688375546,1.0,0.16021140869676717,0.11036814284913801,0.061642958280394795,0.10786473016512284,0.05975867598159088,0.07594665106185844,0.046311462787031674,0.10235252240882763,0.04506823007371711,0.09975625400898011,0.046973024080912355,0.10912131996931473,0.053074768587205896,0.11644345009434716,0.05809150294680397,0.10873459669526497,0.06182773626734543
0.04237157829557874,0.03893988273548916,0.16021140869676717,1.0,0.07025109814962265,0.058626630313879075,0.06477228434077482,0.04726971922883315,0.05628449766175706,0.04818245641834864,0.0566105671510041,0.037491326223317405,0.057115523340367014,0.03910509582556507,0.06227724129527523,0.044658545000928945,0.08169874941961805,0.05771096023278371,0.0673938730222773,0.05849413940171195
0.0927489728037566,0.058069377859965195,0.11036814284913801,0.07025109814962265,1.0,0.16869524982158401,0.10421351834387427,0.06489275987009585,0.09058222613150625,0.053073834331406416,0.10529373568914255,0.04492681853196875,0.09280287777509329,0.044164316215747755,0.11961026393940405,0.05809553070951111,0.1287159715834589,0.062184374377444764,0.12077432168137038,0.06904564540896058
0.043875130024193264,0.0405389358300982,0.061642958280394795,0.058626630313879075,0.16869524982158401,1.0,0.05810504774409594,0.04516639048936591,0.05746262164278346,0.0483900784721204,0.053528422444450094,0.0359584777526337,0.051815698968237914,0.037219567012821725,0.062191705141864964,0.0446327741095319,0.0771103199794115,0.05604136619455578,0.06700983546281827,0.058456561370310106
0.08161641936804964,0.0571990826514977,0.10786473016512284,0.06477228434077482,0.10421351834387427,0.05810504774409594,1.0,0.16004027539663102,0.09064056828464155,0.05100979520177073,0.08482246145052193,0.038564830391826996,0.08157215713486893,0.03940435425380018,0.10663269400529653,0.057327822131627126,0.11329846892198545,0.055306886156513045,0.10907127429805616,0.06232720421953268
0.04593270652505164,0.04410070029252726,0.05975867598159088,0.04726971922883315,0.06489275987009585,0.04516639048936591,0.16004027539663102,1.0,0.05569163970015975,0.0396025571589822,0.05210378148063608,0.032427190673586175,0.05248840460484811,0.034531391051197555,0.0630219252162395,0.04670452370318382,0.06751750896800801,0.042117940063246546,0.06458427505281317,0.047633582460516105
0.04906811524000646,0.03808244091355639,0.07594665106185844,0.05628449766175706,0.09058222613150625,0.05746262164278346,0.09064056828464155,0.05569163970015975,1.0,0.18708019221186434,0.0785982795721665,0.03971005784226952,0.06043859467730929,0.03373248633214546,0.08514825911767744,0.048628851762258944,0.08414146601814648,0.04852299033809728,0.0872093023255814,0.058054821155464925
0.02771087664180501,0.029043919582303273,0.046311462787031674,0.04818245641834864,0.053073834331406416,0.0483900784721204,0.05100979520177073,0.0396025571589822,0.18708019221186434,1.0,0.04295946206469478,0.03202280866237339,0.03824859412139834,0.030465602689096677,0.04754033095617254,0.038046524968167815,0.0565133467752344,0.0451817895648068,0.05213668595196743,0.049715148970502276
0.07969843392372249,0.05449430415162918,0.10235252240882763,0.0566105671510041,0.10529373568914255,0.053528422444450094,0.08482246145052193,0.05210378148063608,0.0785982795721665,0.04295946206469478,1.0,0.13748734951459618,0.09084375550466796,0.04312995447608785,0.10163016494731617,0.05145793654747443,0.10933476755521195,0.05008502829472632,0.10179003627358872,0.05428792436613666
0.03247826446965306,0.03403650408357584,0.04506823007371711,0.037491326223317405,0.04492681853196875,0.0359584777526337,0.038564830391826996,0.032427190673586175,0.03971005784226952,0.03202280866237339,0.13748734951459618,1.0,0.040985236985236984,0.03283555143415759,0.045033161453384866,0.03664422304941245,0.04917130766798804,0.03630062095583136,0.04648205873391614,0.038379412661878484
0.0706427050396851,0.05224865366097222,0.09975625400898011,0.057115523340367014,0.09280287777509329,0.051815698968237914,0.08157215713486893,0.05248840460484811,0.06043859467730929,0.03824859412139834,0.09084375550466796,0.040985236985236984,1.0,0.13153856348658283,0.09274429093477878,0.04862879436673328,0.13644448092814535,0.06109666974128089,0.08527249806641779,0.0485063822394217
0.031083347595413317,0.03392423908248787,0.046973024080912355,0.03910509582556507,0.044164316215747755,0.037219567012821725,0.03940435425380018,0.034531391051197555,0.03373248633214546,0.030465602689096677,0.04312995447608785,0.03283555143415759,0.13153856348658283,1.0,0.04433889577632701,0.03662041544384597,0.06272627955131543,0.04625100417653318,0.04220186795646044,0.03654462635992278
0.08550297257660101,0.05859560770728728,0.10912131996931473,0.06227724129527523,0.11961026393940405,0.062191705141864964,0.10663269400529653,0.0630219252162395,0.08514825911767744,0.04754033095617254,0.10163016494731617,0.045033161453384866,0.09274429093477878,0.04433889577632701,1.0,0.15160213371441242,0.12382241259246607,0.05697176099713242,0.12347481489206383,0.06565164350605539
0.0435546915393047,0.044698321570336104,0.053074768587205896,0.044658545000928945,0.05809553070951111,0.0446327741095319,0.057327822131627126,0.04670452370318382,0.048628851762258944,0.038046524968167815,0.05145793654747443,0.03664422304941245,0.04862879436673328,0.03662041544384597,0.15160213371441242,1.0,0.06447009553333234,0.04419857350366867,0.06215644518639799,0.048843042547760694
0.10734568331667557,0.07144516900927982,0.11644345009434716,0.08169874941961805,0.1287159715834589,0.0771103199794115,0.11329846892198545,0.06751750896800801,0.08414146601814648,0.0565133467752344,0.10933476755521195,0.04917130766798804,0.13644448092814535,0.06272627955131543,0.12382241259246607,0.06447009553333234,1.0,0.1569881470111708,0.128992628992629,0.0803084867839913
0.044198593184456736,0.042287553164908,0.05809150294680397,0.05771096023278371,0.062184374377444764,0.05604136619455578,0.055306886156513045,0.042117940063246546,0.04852299033809728,0.0451817895648068,0.05008502829472632,0.03630062095583136,0.06109666974128089,0.04625100417653318,0.05697176099713242,0.04419857350366867,0.1569881470111708,1.0,0.06353507523691301,0.059156257365071886
0.084523401367208,0.05692217433282056,0.10873459669526497,0.0673938730222773,0.12077432168137038,0.06700983546281827,0.10907127429805616,0.06458427505281317,0.0872093023255814,0.05213668595196743,0.10179003627358872,0.04648205873391614,0.08527249806641779,0.04220186795646044,0.12347481489206383,0.06215644518639799,0.128992628992629,0.06353507523691301,1.0,0.15984692479073395
0.042967404290876574,0.04156058545205129,0.06182773626734543,0.05849413940171195,0.06904564540896058,0.058456561370310106,0.06232720421953268,0.047633582460516105,0.058054821155464925,0.049715148970502276,0.05428792436613666,0.038379412661878484,0.0485063822394217,0.03654462635992278,0.06565164350605539,0.048843042547760694,0.0803084867839913,0.059156257365071886,0.15984692479073395,1.0
